Epoch:1, compute loss cost:77.3302s, train loss:6144.3833, val loss:3952.2827, test loss:20974.1582
Epoch:56, compute loss cost:3.9625s, train loss:1436.3221, val loss:1173.6957, test loss:6190.1357
Epoch:57, compute loss cost:3.8203s, train loss:1406.1589, val loss:1165.7753, test loss:6148.3262
Epoch:58, compute loss cost:3.8916s, train loss:1391.4583, val loss:1157.4463, test loss:6104.1733
Epoch:59, compute loss cost:3.9067s, train loss:1367.3640, val loss:1151.3213, test loss:6066.2412
Epoch:60, compute loss cost:3.9777s, train loss:1349.0358, val loss:1145.1934, test loss:6031.5176
Epoch:61, compute loss cost:3.9303s, train loss:1331.8097, val loss:1139.4575, test loss:5999.2905
Epoch:62, compute loss cost:3.9890s, train loss:1321.8011, val loss:1133.1619, test loss:5964.5063
Epoch:63, compute loss cost:3.7992s, train loss:1299.8986, val loss:1127.2314, test loss:5932.6880
Epoch:64, compute loss cost:3.9672s, train loss:1290.3646, val loss:1121.1238, test loss:5898.6938
Epoch:65, compute loss cost:4.1263s, train loss:1273.5404, val loss:1115.5054, test loss:5868.1426
Epoch:66, compute loss cost:3.9461s, train loss:1261.1478, val loss:1109.9805, test loss:5838.0547
Epoch:67, compute loss cost:4.0242s, train loss:1245.5465, val loss:1104.8578, test loss:5808.4492
Epoch:68, compute loss cost:3.9848s, train loss:1232.9639, val loss:1100.0679, test loss:5780.7979
Epoch:69, compute loss cost:3.9540s, train loss:1218.5400, val loss:1094.4795, test loss:5753.6133
Epoch:70, compute loss cost:3.7951s, train loss:1210.2217, val loss:1089.0688, test loss:5723.8716
Epoch:71, compute loss cost:3.9650s, train loss:1190.8154, val loss:1084.2048, test loss:5698.9609
Epoch:72, compute loss cost:3.8720s, train loss:1178.6968, val loss:1079.7914, test loss:5677.6758
Epoch:73, compute loss cost:3.9342s, train loss:1159.2686, val loss:1076.9258, test loss:5660.0776
Epoch:74, compute loss cost:4.0596s, train loss:1155.4879, val loss:1072.5857, test loss:5637.0869
Epoch:75, compute loss cost:3.9337s, train loss:1138.2545, val loss:1069.4480, test loss:5617.9053
Epoch:76, compute loss cost:3.8236s, train loss:1121.9293, val loss:1065.8984, test loss:5597.2236
Epoch:77, compute loss cost:3.9373s, train loss:1104.0216, val loss:1062.4976, test loss:5582.4473
Epoch:78, compute loss cost:3.9114s, train loss:1102.4059, val loss:1059.3376, test loss:5563.4355
Epoch:79, compute loss cost:3.8762s, train loss:1080.3478, val loss:1056.4766, test loss:5548.3740
Epoch:80, compute loss cost:3.9678s, train loss:1064.4163, val loss:1053.3439, test loss:5519.8003
Epoch:81, compute loss cost:3.8860s, train loss:1054.3806, val loss:1050.6129, test loss:5520.0332
Epoch:82, compute loss cost:3.9515s, train loss:1040.2244, val loss:1047.8252, test loss:5503.6636
Epoch:83, compute loss cost:3.9612s, train loss:1032.8386, val loss:1044.1332, test loss:5485.6533
Epoch:84, compute loss cost:4.0737s, train loss:1016.1414, val loss:1041.9001, test loss:5472.6221
Epoch:85, compute loss cost:3.8838s, train loss:1003.4285, val loss:1038.4539, test loss:5455.6084
Epoch:86, compute loss cost:4.0275s, train loss:993.3630, val loss:1036.3185, test loss:5442.0610
Epoch:87, compute loss cost:4.0524s, train loss:971.9297, val loss:1035.0391, test loss:5421.8120
Epoch:88, compute loss cost:4.1319s, train loss:966.3540, val loss:1032.2397, test loss:5417.4072
Epoch:89, compute loss cost:4.4046s, train loss:951.9052, val loss:1029.5049, test loss:5401.1963
Epoch:90, compute loss cost:4.0325s, train loss:943.7507, val loss:1027.1443, test loss:5386.9785
Epoch:91, compute loss cost:4.0075s, train loss:922.7229, val loss:1025.3663, test loss:5376.4561
Epoch:92, compute loss cost:3.9494s, train loss:910.2126, val loss:1024.0986, test loss:5368.9502
Epoch:93, compute loss cost:4.0063s, train loss:900.3110, val loss:1022.2105, test loss:5359.6040
Epoch:94, compute loss cost:3.9032s, train loss:889.2618, val loss:1019.3768, test loss:5345.2231
Epoch:95, compute loss cost:3.9690s, train loss:879.0237, val loss:1016.7253, test loss:5332.1216
Epoch:96, compute loss cost:4.0265s, train loss:851.5086, val loss:1015.3854, test loss:5316.0361
Epoch:97, compute loss cost:3.9474s, train loss:839.2144, val loss:1014.6932, test loss:5310.5957
Epoch:98, compute loss cost:3.9498s, train loss:831.6668, val loss:1012.6260, test loss:5309.6089
Epoch:99, compute loss cost:4.1467s, train loss:814.1370, val loss:1011.6364, test loss:5303.0361
Epoch:100, compute loss cost:3.9579s, train loss:804.8000, val loss:1010.5918, test loss:5297.9243
Epoch:101, compute loss cost:3.9084s, train loss:797.6884, val loss:1007.5546, test loss:5286.2754
Epoch:102, compute loss cost:4.0086s, train loss:778.8801, val loss:1007.2894, test loss:5277.0508
Epoch:103, compute loss cost:3.9291s, train loss:763.7991, val loss:1006.4946, test loss:5278.9312
Epoch:104, compute loss cost:3.8670s, train loss:754.0695, val loss:1004.9701, test loss:5264.7969
Epoch:105, compute loss cost:3.9353s, train loss:742.8840, val loss:1004.5338, test loss:5267.2085
Epoch:106, compute loss cost:3.9422s, train loss:725.4564, val loss:1003.2535, test loss:5258.5088
Epoch:107, compute loss cost:3.8468s, train loss:713.5863, val loss:1001.7999, test loss:5253.4277
Epoch:108, compute loss cost:3.9526s, train loss:698.1182, val loss:1001.9830, test loss:5256.7275
Epoch:109, compute loss cost:3.8986s, train loss:688.3077, val loss:1000.8070, test loss:5250.8193
Epoch:110, compute loss cost:3.9982s, train loss:676.5261, val loss:1000.4146, test loss:5248.4404
Epoch:111, compute loss cost:4.0846s, train loss:668.6247, val loss:999.4417, test loss:5245.9268
Epoch:112, compute loss cost:3.9978s, train loss:658.1578, val loss:998.7426, test loss:5235.6973
Epoch:113, compute loss cost:3.9635s, train loss:649.1641, val loss:997.9178, test loss:5240.1929
Epoch:114, compute loss cost:3.8875s, train loss:634.8204, val loss:997.5319, test loss:5237.4033
Epoch:115, compute loss cost:3.9547s, train loss:624.3915, val loss:997.0409, test loss:5236.4316
Epoch:116, compute loss cost:3.8795s, train loss:614.9787, val loss:997.5134, test loss:5235.6992
Epoch:117, compute loss cost:3.9258s, train loss:599.4091, val loss:997.4183, test loss:5235.4033
Epoch:118, compute loss cost:4.0000s, train loss:590.9321, val loss:997.1924, test loss:5234.2075
Epoch:119, compute loss cost:4.0061s, train loss:587.5093, val loss:997.3262, test loss:5234.2236
Epoch:120, compute loss cost:3.8939s, train loss:567.5698, val loss:997.3840, test loss:5235.4307
Epoch:121, compute loss cost:3.8931s, train loss:573.7753, val loss:997.9554, test loss:5235.6738
Epoch:122, compute loss cost:3.9675s, train loss:554.9254, val loss:997.2986, test loss:5236.5449
Epoch:123, compute loss cost:3.9467s, train loss:540.4527, val loss:998.0438, test loss:5243.0342
Epoch:124, compute loss cost:3.8355s, train loss:533.2849, val loss:998.6711, test loss:5240.7534
Epoch:125, compute loss cost:4.1373s, train loss:546.5442, val loss:998.6002, test loss:5242.3574
Epoch:126, compute loss cost:4.1416s, train loss:513.3997, val loss:999.1599, test loss:5245.0781
Epoch:127, compute loss cost:3.9702s, train loss:518.1118, val loss:1000.2468, test loss:5248.0342
Epoch:128, compute loss cost:3.9546s, train loss:495.2365, val loss:1000.4522, test loss:5251.3325
Epoch:129, compute loss cost:4.1536s, train loss:496.2813, val loss:1000.4944, test loss:5254.0991
Epoch:130, compute loss cost:3.9835s, train loss:481.9588, val loss:1001.2313, test loss:5260.7842
Epoch:131, compute loss cost:3.9601s, train loss:475.3004, val loss:1002.5643, test loss:5261.6597
Epoch:132, compute loss cost:3.7880s, train loss:469.6841, val loss:1003.7793, test loss:5265.2354
Epoch:133, compute loss cost:3.8198s, train loss:453.8781, val loss:1004.2457, test loss:5269.6323
Epoch:134, compute loss cost:3.9333s, train loss:445.7639, val loss:1004.7072, test loss:5274.4790
Epoch:135, compute loss cost:3.9084s, train loss:449.2074, val loss:1005.7068, test loss:5282.7793
Epoch:136, compute loss cost:3.9116s, train loss:441.8716, val loss:1007.2600, test loss:5290.6221
Epoch:137, compute loss cost:4.0206s, train loss:427.9193, val loss:1007.6644, test loss:5291.3486
Epoch:138, compute loss cost:4.0418s, train loss:417.4822, val loss:1008.1133, test loss:5295.8950
Epoch:139, compute loss cost:4.0323s, train loss:419.1076, val loss:1010.2291, test loss:5305.6846
Epoch:140, compute loss cost:4.0547s, train loss:405.9302, val loss:1010.9469, test loss:5310.9150
Epoch:141, compute loss cost:3.9878s, train loss:399.8488, val loss:1011.9332, test loss:5315.5747
Epoch:142, compute loss cost:4.0388s, train loss:391.7171, val loss:1013.5048, test loss:5323.8896
Epoch:143, compute loss cost:4.0825s, train loss:388.9789, val loss:1014.6385, test loss:5330.1685
Epoch:144, compute loss cost:4.1381s, train loss:380.4476, val loss:1015.6427, test loss:5336.8154
Epoch:145, compute loss cost:3.9497s, train loss:375.3822, val loss:1016.6861, test loss:5345.8174
Epoch:146, compute loss cost:3.9490s, train loss:367.5940, val loss:1017.0784, test loss:5351.4956
Epoch:147, compute loss cost:3.9043s, train loss:362.4030, val loss:1018.1033, test loss:5371.7495
Epoch:148, compute loss cost:3.9727s, train loss:355.4262, val loss:1019.0238, test loss:5365.4082
Epoch:149, compute loss cost:4.0462s, train loss:353.5229, val loss:1021.3416, test loss:5373.5059
Epoch:150, compute loss cost:3.9182s, train loss:346.9378, val loss:1022.9860, test loss:5394.6157
Epoch:151, compute loss cost:3.9068s, train loss:344.3430, val loss:1024.5233, test loss:5391.4917
Epoch:152, compute loss cost:3.8994s, train loss:335.6010, val loss:1025.7760, test loss:5397.0718
Epoch:153, compute loss cost:3.9376s, train loss:335.6814, val loss:1027.1012, test loss:5407.9434
Epoch:154, compute loss cost:3.8437s, train loss:323.3051, val loss:1028.5227, test loss:5411.5498
Epoch:155, compute loss cost:3.8253s, train loss:319.7991, val loss:1029.7297, test loss:5422.9673
Epoch:156, compute loss cost:3.9602s, train loss:327.9590, val loss:1032.1198, test loss:5433.2812
Epoch:157, compute loss cost:3.9729s, train loss:309.6532, val loss:1032.9329, test loss:5453.1689
Epoch:158, compute loss cost:3.9145s, train loss:303.7488, val loss:1035.0134, test loss:5463.6772
Epoch:159, compute loss cost:3.8546s, train loss:301.7344, val loss:1036.6954, test loss:5454.1445
Epoch:160, compute loss cost:3.8951s, train loss:303.4593, val loss:1038.8132, test loss:5481.2983
Epoch:161, compute loss cost:3.9141s, train loss:291.7760, val loss:1040.3093, test loss:5473.3027
Epoch:162, compute loss cost:3.9694s, train loss:294.8438, val loss:1041.8921, test loss:5483.4155
Epoch:163, compute loss cost:3.9706s, train loss:287.3822, val loss:1044.8491, test loss:5497.9189
Epoch:164, compute loss cost:3.9344s, train loss:280.4929, val loss:1045.8142, test loss:5503.2861
Epoch:165, compute loss cost:3.8975s, train loss:277.6779, val loss:1046.7483, test loss:5511.7021
Epoch:166, compute loss cost:3.8877s, train loss:270.9497, val loss:1048.2402, test loss:5538.4443
Epoch:167, compute loss cost:3.9788s, train loss:270.9958, val loss:1050.7794, test loss:5530.0415
Epoch:168, compute loss cost:3.9474s, train loss:269.5225, val loss:1052.3748, test loss:5539.9277
Epoch:169, compute loss cost:3.9413s, train loss:260.6220, val loss:1053.8406, test loss:5549.4751
Epoch:170, compute loss cost:3.8824s, train loss:257.3450, val loss:1055.4153, test loss:5576.4375
Epoch:171, compute loss cost:4.0248s, train loss:253.4685, val loss:1057.1860, test loss:5590.6357
Epoch:172, compute loss cost:3.9973s, train loss:252.6578, val loss:1058.7878, test loss:5598.2754
Epoch:173, compute loss cost:4.0923s, train loss:247.6579, val loss:1061.2053, test loss:5587.0317
Epoch:174, compute loss cost:3.9064s, train loss:258.0381, val loss:1063.1007, test loss:5596.1230
Epoch:175, compute loss cost:4.0475s, train loss:245.6025, val loss:1065.8745, test loss:5611.6836
Epoch:176, compute loss cost:3.9552s, train loss:240.8021, val loss:1067.0549, test loss:5642.2588
Epoch:177, compute loss cost:3.9507s, train loss:232.7822, val loss:1068.0696, test loss:5654.0244
Epoch:178, compute loss cost:3.9011s, train loss:235.3173, val loss:1071.1902, test loss:5643.2510
Epoch:179, compute loss cost:4.0275s, train loss:230.4090, val loss:1072.5256, test loss:5650.3037
Epoch:180, compute loss cost:4.0061s, train loss:226.2013, val loss:1074.2900, test loss:5658.9443
Epoch:181, compute loss cost:3.9717s, train loss:222.5199, val loss:1075.7874, test loss:5667.5645
Epoch:182, compute loss cost:3.9160s, train loss:220.3316, val loss:1077.4211, test loss:5676.9409
Epoch:183, compute loss cost:3.9211s, train loss:216.0069, val loss:1079.3710, test loss:5685.6162
Epoch:184, compute loss cost:3.9150s, train loss:218.1976, val loss:1081.8481, test loss:5697.7549
Epoch:185, compute loss cost:4.0260s, train loss:209.7002, val loss:1083.4067, test loss:5706.5503
Epoch:186, compute loss cost:3.8639s, train loss:223.0631, val loss:1088.9070, test loss:5733.7676
Epoch:187, compute loss cost:3.8806s, train loss:213.2167, val loss:1090.3872, test loss:5741.9062
Epoch:188, compute loss cost:3.8894s, train loss:203.1542, val loss:1089.6592, test loss:5738.5059
Epoch:189, compute loss cost:3.8189s, train loss:200.8087, val loss:1091.5454, test loss:5747.6113
Epoch:190, compute loss cost:3.8236s, train loss:200.0048, val loss:1093.8197, test loss:5791.5171
Epoch:191, compute loss cost:3.9594s, train loss:202.2177, val loss:1097.2327, test loss:5807.6362
Epoch:192, compute loss cost:3.9840s, train loss:194.7269, val loss:1098.3330, test loss:5782.9082
Epoch:193, compute loss cost:3.8843s, train loss:190.9492, val loss:1099.5337, test loss:5789.2583
Epoch:194, compute loss cost:3.9437s, train loss:193.7418, val loss:1102.1890, test loss:5804.1704
Epoch:195, compute loss cost:4.0405s, train loss:190.4935, val loss:1104.7104, test loss:5816.4541
Epoch:196, compute loss cost:3.9328s, train loss:194.6434, val loss:1107.0845, test loss:5831.3853
Epoch:197, compute loss cost:3.8912s, train loss:185.1868, val loss:1107.7993, test loss:5835.1606
Epoch:198, compute loss cost:4.0645s, train loss:181.4100, val loss:1109.4536, test loss:5844.0703
Epoch:199, compute loss cost:4.0353s, train loss:178.8214, val loss:1110.8925, test loss:5852.7451
Epoch:200, compute loss cost:3.9761s, train loss:175.2917, val loss:1112.2610, test loss:5894.4458
Epoch:201, compute loss cost:3.9813s, train loss:187.3331, val loss:1118.5586, test loss:5893.3892
Epoch:202, compute loss cost:4.0519s, train loss:173.5356, val loss:1118.5173, test loss:5894.8438
Epoch:203, compute loss cost:4.0041s, train loss:170.5502, val loss:1117.7756, test loss:5893.8442
Epoch:204, compute loss cost:3.9079s, train loss:173.0000, val loss:1118.3130, test loss:5926.2793
Epoch:205, compute loss cost:3.8998s, train loss:176.3914, val loss:1123.9658, test loss:5923.7754
Epoch:206, compute loss cost:3.9782s, train loss:165.6383, val loss:1125.4250, test loss:5933.1753
Epoch:207, compute loss cost:4.0765s, train loss:173.8647, val loss:1132.0129, test loss:5996.2725
Epoch:208, compute loss cost:3.9143s, train loss:166.9945, val loss:1132.1484, test loss:5962.8203
Epoch:209, compute loss cost:3.9654s, train loss:158.8716, val loss:1131.2784, test loss:5959.2427
Epoch:210, compute loss cost:3.9325s, train loss:166.5918, val loss:1134.9246, test loss:6013.0869
Epoch:211, compute loss cost:4.0667s, train loss:157.6052, val loss:1134.7798, test loss:5981.2422
Epoch:212, compute loss cost:3.9759s, train loss:160.3194, val loss:1138.8022, test loss:6002.6475
Epoch:213, compute loss cost:3.9362s, train loss:153.0796, val loss:1139.0383, test loss:6004.1133
Epoch:214, compute loss cost:3.9244s, train loss:150.8166, val loss:1140.4294, test loss:6010.8599
Epoch:215, compute loss cost:4.0240s, train loss:149.7978, val loss:1142.5845, test loss:6023.2422
Epoch:216, compute loss cost:3.9545s, train loss:146.9135, val loss:1144.0930, test loss:6029.0923
Epoch:217, compute loss cost:4.1129s, train loss:145.2257, val loss:1146.1877, test loss:6036.2266
Epoch:218, compute loss cost:3.9153s, train loss:149.6049, val loss:1149.3184, test loss:6049.7168
Epoch:219, compute loss cost:3.9593s, train loss:142.0055, val loss:1150.4282, test loss:6058.0298
Epoch:220, compute loss cost:3.8957s, train loss:141.8133, val loss:1152.7239, test loss:6107.2393
Epoch:221, compute loss cost:4.0702s, train loss:140.1407, val loss:1154.2798, test loss:6076.3813
Epoch:222, compute loss cost:3.8943s, train loss:142.9029, val loss:1157.8674, test loss:6094.8252
Epoch:223, compute loss cost:4.0009s, train loss:137.1992, val loss:1158.8800, test loss:6099.6558
Epoch:224, compute loss cost:3.8408s, train loss:135.0782, val loss:1160.0991, test loss:6147.7891
Epoch:225, compute loss cost:4.0560s, train loss:140.7135, val loss:1164.8848, test loss:6130.6987
Epoch:226, compute loss cost:3.9362s, train loss:134.1218, val loss:1162.3511, test loss:6120.7861
Epoch:227, compute loss cost:3.9994s, train loss:131.1783, val loss:1164.9034, test loss:6133.2598
Epoch:228, compute loss cost:3.9761s, train loss:129.3214, val loss:1167.0363, test loss:6180.8350
Epoch:229, compute loss cost:4.0245s, train loss:130.3150, val loss:1169.3342, test loss:6156.3877
Epoch:230, compute loss cost:3.8598s, train loss:132.2536, val loss:1173.1910, test loss:6173.3945
Epoch:231, compute loss cost:4.0409s, train loss:127.9099, val loss:1174.3982, test loss:6180.7505
Epoch:232, compute loss cost:3.8886s, train loss:129.7048, val loss:1177.0366, test loss:6192.4878
Epoch:233, compute loss cost:3.8849s, train loss:125.2545, val loss:1177.8633, test loss:6198.4131
Epoch:234, compute loss cost:3.9413s, train loss:123.4090, val loss:1179.3234, test loss:6206.1299
Epoch:235, compute loss cost:3.9413s, train loss:127.0235, val loss:1181.1144, test loss:6215.0703
Epoch:236, compute loss cost:3.9478s, train loss:120.2875, val loss:1182.2290, test loss:6220.6025
Epoch:237, compute loss cost:3.9347s, train loss:123.1189, val loss:1186.7656, test loss:6244.1953
Epoch:238, compute loss cost:3.9839s, train loss:120.7918, val loss:1186.0835, test loss:6239.6445
Epoch:239, compute loss cost:4.0323s, train loss:121.6667, val loss:1190.5266, test loss:6263.4614
Epoch:240, compute loss cost:3.9412s, train loss:121.2729, val loss:1192.9863, test loss:6277.4243
Epoch:241, compute loss cost:3.9849s, train loss:124.2796, val loss:1198.1428, test loss:6303.5996
Epoch:242, compute loss cost:3.9006s, train loss:115.1425, val loss:1193.7944, test loss:6281.9722
Epoch:243, compute loss cost:3.9002s, train loss:113.2725, val loss:1196.2747, test loss:6295.3477
Epoch:244, compute loss cost:4.0487s, train loss:111.2677, val loss:1198.0166, test loss:6304.6221
Epoch:245, compute loss cost:4.0079s, train loss:109.3082, val loss:1199.4414, test loss:6311.6196
Epoch:246, compute loss cost:4.0676s, train loss:112.5838, val loss:1202.6752, test loss:6328.2754
Epoch:247, compute loss cost:3.9860s, train loss:114.2589, val loss:1206.3772, test loss:6346.2627
Epoch:248, compute loss cost:3.9128s, train loss:118.1091, val loss:1211.6240, test loss:6373.6309
Epoch:249, compute loss cost:4.0396s, train loss:110.7467, val loss:1212.0468, test loss:6390.4004
Epoch:250, compute loss cost:4.0758s, train loss:108.0398, val loss:1212.3177, test loss:6379.1992
Epoch:251, compute loss cost:3.8636s, train loss:111.5028, val loss:1215.1198, test loss:6439.8223
Epoch:252, compute loss cost:3.9130s, train loss:103.7374, val loss:1213.7927, test loss:6388.6377
Epoch:253, compute loss cost:3.8395s, train loss:104.5302, val loss:1214.5466, test loss:6388.7510
Epoch:254, compute loss cost:3.9692s, train loss:109.3971, val loss:1221.1013, test loss:6466.9590
Epoch:255, compute loss cost:3.8553s, train loss:112.8806, val loss:1229.9333, test loss:6513.4102
Epoch:256, compute loss cost:3.9287s, train loss:103.3308, val loss:1225.1511, test loss:6489.9829
Epoch:257, compute loss cost:3.9658s, train loss:98.5240, val loss:1223.5562, test loss:6440.8237
Epoch:258, compute loss cost:4.0057s, train loss:103.1411, val loss:1228.6895, test loss:6509.7812
Epoch:259, compute loss cost:3.9327s, train loss:99.4574, val loss:1226.8333, test loss:6458.8994
Epoch:260, compute loss cost:4.0463s, train loss:96.5744, val loss:1228.6147, test loss:6466.5063
Epoch:261, compute loss cost:3.9859s, train loss:95.1844, val loss:1230.2496, test loss:6515.8447
Epoch:262, compute loss cost:3.9568s, train loss:96.6151, val loss:1229.9441, test loss:6474.7573
Epoch:263, compute loss cost:3.9472s, train loss:94.3127, val loss:1233.3042, test loss:6489.9331
Epoch:264, compute loss cost:3.9089s, train loss:99.3382, val loss:1237.3038, test loss:6511.2188
Epoch:265, compute loss cost:3.9971s, train loss:92.2625, val loss:1237.4233, test loss:6510.3408
Epoch:266, compute loss cost:3.9070s, train loss:94.3986, val loss:1240.1010, test loss:6522.6885
Epoch:267, compute loss cost:3.8444s, train loss:97.3379, val loss:1245.0353, test loss:6564.2329
Epoch:268, compute loss cost:3.9641s, train loss:92.8454, val loss:1245.0117, test loss:6590.3691
Epoch:269, compute loss cost:3.9877s, train loss:91.5454, val loss:1245.9863, test loss:6551.3306
Epoch:270, compute loss cost:3.9712s, train loss:93.6043, val loss:1249.8354, test loss:6615.8877
Epoch:271, compute loss cost:4.0167s, train loss:94.1591, val loss:1252.1356, test loss:6579.1943
Epoch:272, compute loss cost:4.0154s, train loss:89.9045, val loss:1254.3071, test loss:6585.8877
Epoch:273, compute loss cost:4.0254s, train loss:86.6313, val loss:1253.4707, test loss:6580.8208
Epoch:274, compute loss cost:3.9025s, train loss:91.4058, val loss:1257.2815, test loss:6647.9600
Epoch:275, compute loss cost:3.9075s, train loss:85.3052, val loss:1256.4275, test loss:6598.3501
Epoch:276, compute loss cost:3.8969s, train loss:86.3647, val loss:1258.3339, test loss:6654.9883
Epoch:277, compute loss cost:3.9684s, train loss:83.9205, val loss:1258.9855, test loss:6655.3535
Epoch:278, compute loss cost:3.7634s, train loss:82.5792, val loss:1259.3499, test loss:6615.1943
Epoch:279, compute loss cost:3.9352s, train loss:81.8481, val loss:1260.5034, test loss:6670.1484
Epoch:280, compute loss cost:3.9918s, train loss:81.9519, val loss:1262.2627, test loss:6631.0732
Epoch:281, compute loss cost:3.9075s, train loss:80.6458, val loss:1263.5479, test loss:6637.4204
Epoch:282, compute loss cost:3.9717s, train loss:79.5685, val loss:1264.7111, test loss:6643.9893
Epoch:283, compute loss cost:3.9900s, train loss:79.6466, val loss:1266.4153, test loss:6653.0767
